"區域",藥局名稱,地址,電話
"七股",博士藥師專業藥局,七股區大埕里357號1樓,06-7874226
"七股",建昌藥局,七股區大埕里大寮1號之11,06-7873777
"下營",維任藥局,下營區中正北路7號,06-6892259
"大內",三和藥局,大內區內江里270號,06-5762187
"山上",瑞興藥局,山上區南洲里66號,06-5781151
"中西",星宗藥局,中西區大勇街37號,06-2223453
"中西",三芳藥局,中西區大勇街5號,06-2203084
"中西",自在藥局,中西區民生路二段63號,06-2235520
"中西",春天藥局,中西區民族路二段274號,06-2221562
"中西",雅里藥局,中西區民族路三段285號,06-2200881
"中西",慶大藥局,中西區民權路二段182號,06-2251188
"中西",吉仁大藥局,中西區民權路二段86號,06-2263777
"中西",永祥藥局,中西區民權路三段204號,06-2212163
"中西",麗欣健保藥局,中西區永華路一段194號,06-2209393
"中西",快安藥局,中西區永福路二段84號之15,06-2254543
"中西",吉安藥局,中西區成功路289號,06-2227394
"中西",康乃爾藥局,中西區成功路321號,06-2267917
"中西",東北藥局,中西區西門路二段14號,06-2226753
"區域",藥局名稱,地址,電話
"中西",西門藥局,中西區西門路二段209號,06-2211222
"仁德",聖豐藥局,仁德區中洲路788號,06-2663588
"仁德",歐大藥局,仁德區中洲路541號,06-2664831
"仁德",成吉藥局仁義店,仁德區仁義路42之1號,06-2497307
"六甲",澍德中西藥局,六甲區中正路619號,06-6982910
"北門",聯馨藥局,北門區二重港147號1樓,06-7861690
"北門",憲宗藥局,北門區東壁里704號,06-7864225
"北門",謝藥局,北門區保吉里412號1樓,06-7864192
"北區",好鄰居藥局,北區公園路128號二樓7室,06-2219015
"北區",惠光藥局,北區文賢路236號,06-2586316
"北區",良佑堂藥局,北區文賢路299號,06-2586223
"北區",百氏康藥局,北區北安路一段120號,06-2514199
"北區",海安藥師藥局,北區北成路418號1樓,06-2814600
"北區",佳一藥局,北區北門路二段519號1樓,06-2511947
"北區",新向生藥局,北區北門路二段547巷8號,06-2525267
"北區",大道藥局,北區北門路二段590號,06-2513000
"北區",宸安藥局,北區成功路436號1樓,06-2238679
"北區",佳愛藥局,北區西門路四段341巷2號,06-2516697
"北區",育德保健藥局,北區育德路530號,06-2525360
"北區",全一藥局,北區和緯路四段95巷38號,06 -2580021
"區域",藥局名稱,地址,電話
"北區",康友藥師藥局,北區和緯路二段243號,06-2520666
"北區",千多藥局,北區金華路五段1號,06-2228641
"北區",若安藥局,北區開元路103號1樓,06-2095666
"北區",嘉星藥師大藥局,北區開元路339號1樓,06-2093737
"永康",維康藥局,永康區大橋二街141之1號,06-2016345
"永康",久大藥師藥局,永康區大灣路1058號,06-2724195
"永康",小東藥局,永康區小東路573號1樓,06-3127169
"永康",誠康藥局,永康區中山東路113號1樓,06-3022005
"永康",台南永康藥局,永康區中山南路816 、816-1、816-2、816-3號1樓,06-2020201
"永康",北一藥局,永康區中山南路43巷五號,06-2012215
"永康",樂丞藥局,永康區中正北路60號1樓,06-2433319
"永康",上宜藥局,永康區中華一路70號,06-3116288
"永康",華安藥局,永康區中華二路282號,06-2021030
"永康",邱藥局,永康區中華西街55號,06-3020828
"永康",神鳳藥局,永康區中華路619巷15號,06-2328989
"永康",佑健康藥師藥局,永康區文化路202之3號,06-2316257
"永康",晶辰藥局,永康區民族路398號,06-2733368
"永康",心康藥局,永康區永大路二段179號1樓,06-2055075
"永康",和康藥局,永康區中山北路32號,06-2325144
"永康",正華藥局,永康區永康街17號,06-2323618
"區域",藥局名稱,地址,電話
"永康",欣康藥局,永康區自強路394號,06-2027346
"永康",嘉軒藥局,永康區西勢里富強路一段351號,06-2713329
"永康",慈惠藥師保健藥局,永康區國光七街71號,06-2718968
"永康",仁安藥師藥局,永康區大仁街61號,06-2056055
"永康",濟康藥師藥局,永康區勝學路281號,06-3122057
"永康",新安生堂藥局,永康區富強路一段50號,06-2717068
"永康",家嘉藥局,永康區復國一路206號,06-3121328
"永康",一航藥局,永康區復國一路233號,06-3115595
"永康",勝佳藥局,永康區復國二路38巷12號,06-3130729
"永康",大陸藥局,永康區復興路406號,06-3139670
"永康",重安藥局,永康區龍潭街190號,06-2327271
"玉井",大眾藥局,玉井區中華路237號,06-5744099
"玉井",玉井藥局,玉井區中華路47號,06-5742271
"玉井",萬龍藥局,玉井區中正路133號,06-5742876
"玉井",伊立安藥局,玉井區中山路143號1樓,06 -5747001
"玉井",柏林藥局,玉井區中正路224號,06 -5742386
"玉井",博愛中西藥局,玉井區中正路238號,06-5743036
"白河",新信安藥局,白河區中山路51號,06-6852173
"白河",芳瑜藥局,白河區康樂路72號,06-6857379
"白河",美尚藥局,白河區康樂路43號,06-6853538
"區域",藥局名稱,地址,電話
"安平",中信藥局,安平區永華路二段716號,06-2978697
"安平",新本德藥局,安平區延平街29號,06-2251357
"安平",怡家藥局,安平區華平路146-5號1樓,06-2970519
"安平",正德中西藥局,安平區國平路358號,06-2987688
"安南",明杰藥局,安南區大安街98號,06-2567821
"安南",翰昌藥局,安南區北安路二段119號,06-2596372
"安南",友信藥局,安南區北安路二段86號,06 -2829462
"安南",大樹北安藥局,安南區北安路三段158號,06-2553633
"安南",文安藥局,安南區同安路四O二號,06-2473993
"安南",仲宏藥局,安南區安中路三段431號,06-2567798
"安南",泰赫中西藥局,安南區安中路四段79號,06-2562317
"安南",長青大藥局,安南區安和路一段93號,06-2812896
